strategy,k,mean_coverage,mean_info_loss,mean_relative_sum_error,mean_rows_sent,mean_bytes_sent,mean_candidates
coordinated_rollup,3,1.0,0.34595608866442196,0.0,111.55555555555556,12913.333333333334,5.611111111111111
coordinated_rollup,5,1.0,0.38417157687991016,0.0,82.0,9662.222222222223,6.0
coordinated_rollup,10,1.0,0.39511433782267114,0.0,78.88888888888889,9351.222222222223,6.222222222222222
coordinated_rollup,20,1.0,0.4176311728395061,0.0,61.55555555555556,7284.666666666667,7.0
local_suppression,3,0.9849805555555555,0.0,0.014914917915518196,738.6111111111111,82951.94444444444,0.0
local_suppression,5,0.9619305555555555,0.0,0.03790077272985001,605.1666666666666,67934.27777777778,0.0
local_suppression,10,0.9002861111111111,0.0,0.09883988554459805,422.05555555555554,47628.38888888889,0.0
local_suppression,20,0.782725,0.0,0.2161111709481345,251.83333333333334,28680.722222222223,0.0
